["Ok so in like three days or less my crewneck comes in HOPEFULLY", "Arkansas"]
["Pro sports leagues have repeatedly demonstrated they cannot police themselves on health of their athletes unfort", "Washington"]
["", "Washington"]
["Good vino good friend nothingbetter", "Washington"]
["Anyone subleasing their apt s or rooms for the summer in DC", "Washington"]
["Waiting on my taxes", "Washington"]
["It s not noon yet blah", "Washington"]
["that be us 24 8", "Washington"]
["Hospitality Job in Shift Supervisor US at Starbucks Veterans Jobs Hiring CareerArc", "Washington"]
["I applied for law school in Colorado but the fact that it s snowing there right now makes Miami and California much more appealing", "Washington"]
["i like the way my room looks in the morning", "Washington"]
["Restaurant Team Member Crew SONIC Drive In Fredericksburg VA Hospitality SONIC Job Jobs Hiring", "Washington"]
["65 100", "Washington"]
["1GoalNLiFe back up sub Oh both of y all finna be sickface keep on", "Washington"]
["it s been real DC", "Washington"]
["Greek boys are a blessing", "Washington"]
["which agency", "Washington"]
["spina same", "Washington"]
["Robin Lopez needs to be stopped MascotLivesMatter NBA Wizards", "Washington"]
["The House Ethics Committee has opened an investigation into FL05 s", "Washington"]
["Leasing Summer Internship AvalonBay Arlington VA internship nowhiring Job Jobs", "Washington"]
["that be us 25 8", "Washington"]
["No sense made what so ever I hate ppl", "Washington"]
["There s no bitch in my bff blood bbyg Remember that", "Washington"]
["", "Washington"]
["C mo sabemos si el planeta realmente se est calentando gt metrolog a RECS", "Washington"]
["So 25 30 of total GOP voters OK w brokered convention if Trump doesn t get 1237 nevertrump looking kinda weak", "Washington"]
["Trump voters all of them", "Washington"]
["Happy birthday ava You re the best", "Washington"]
["Won t happen It took place on his private jet He obviously gets his kicks from displaying his chattel", "Washington"]
["", "Washington"]
["well it does", "Washington"]
["laynecallis", "Washington"]
["yeah ok", "Washington"]
["just talk about how tough you would be in it some people call it a momma boy we called it a PUSSEY", "Washington"]
["Weekday brunch Red Rocks", "Washington"]
["welcome to the good life", "Washington"]
["wednesdayverses will be moving to a new location next week Lastnight we closed out six years", "Washington"]
["", "Washington"]
["Thursday in DC What s good", "Washington"]
["Trend Alert Robin Wright More trends at trndnl", "Washington"]
["T he scene lacked the depth of bands and musicians necessary to restart that initial momentum WHAT", "Washington"]
["I never take for granted how blessed we are to have healthy kids in my family", "Washington"]
["thought my nails were going to be in the way of me braiding my hair up but they actually arent", "Washington"]
["Ared im done playing these childish games", "Washington"]
["can somebody come get me thanks", "Washington"]
["let s go bae", "Washington"]
["kudlow Larry he proved his ability amp credibility as deliverer of message to other than his base", "Washington"]
["Throwing it way back for this one Happy bday", "Washington"]
["whistlepig 12 30 that doesn t give me enough time to think of stuff to yell at a high school kid", "Washington"]
["Want to work at Hair Cuttery Salon We re hiring in ZIONCROSSROADS VA Click for details Cosmetology Job", "Washington"]
["Interview for shift leader", "Washington"]
["Bro who let my mom on Howard s campus", "Washington"]
["See our latest Arlington VA job and click to apply General Clerk ProjectMgmt Hiring CareerArc", "Washington"]
["holi festival gt", "Washington"]
["it s the lil things", "Washington"]
["I JUST LOVE CHUCK BASS SO MUCH", "Washington"]
["I m sour", "Washington"]
["ima die wit a dolla sign on my face an a stack in my pocket", "Washington"]
["I wanna go to a festival so bad like I m determined this year and my only girl I know that is eclectic like me lol", "Washington"]
["Accounting Job alert Non Profit Controller rm Robert Half Finance amp Accounting WASHINGTON DC Jobs", "Washington"]
["DMV HSV", "Washington"]
["Also now a certified notary republic If you need anything notarized contact me", "Washington"]
["Descansa en paz maestro eternojohan", "Washington"]
["Boooo i miss you more i gotta see you real soon man", "Washington"]
["If this beautiful weather doesn t put a smile on your face I don t know what will", "Washington"]
["Not getting sloppy drunk but alcohol is problem solving", "Washington"]
["Nothing is better than a morning huck fest", "Washington"]
["A flower does not think of competing with the flower next to it It just blooms", "Washington"]
["Looking forward to the EarlyEdChat today 3 24 at 2pm ET with FamiliesFirst", "Washington"]
["like being able to paint my nails when I don t work for 4 days", "Washington"]
["exactly Yes it s unsettling trump could get a nom but he doesn t defy the laws of political physics", "Washington"]
["i wanna go home", "Washington"]
["Give me six hours to chop down a tree and I will spend the first", "Washington"]
["anybody else get those calls from a bitch name Amy", "Washington"]
["true and their roster is pretty depleted right now The Knicks loss is a tiny ray of hope", "Washington"]
["I really want to just invest in a condo here but I swear DC ain t in my future I didn t plan to be here this damn long", "Washington"]
["Link me for discounted tickets EXTREMELY LIT Caribbean party this weekend", "Washington"]
["", "Washington"]
["AMC Disney amp Viacom Denounce Georgia Anti LGBTQ Bill via", "Washington"]
["Kd the move for Saturday", "Washington"]
["amen", "Washington"]
["Where is", "Washington"]
["Cruyff", "Washington"]
["We re hiring Click to apply Office Services Assistant Clerical Washington DC Job Jobs CareerArc", "Washington"]
["Pulver this is a remake of a hilarious French film", "Washington"]
["What about his tail though", "Washington"]
["so intense", "Washington"]
["", "Washington"]
["Want to work in WASHINGTON DC View our latest opening Legal Job Jobs Hiring CareerArc", "Washington"]
["Ok so as per Nike Just do it", "Washington"]
["I wish I knew why I didn t get the ESPN internships I applied for I want to know what areas to improve upon skills to learn ESPNCareers", "Washington"]
["amp Mr Speaker can whimper with a light beer as becomes President as Hillary I AM NOT A CROOK Clinton looks", "Washington"]
["look at that cat look at him such a cool guy AWESOME cat 10 10", "Washington"]
["Ben Carson is an idiot Ben doesn t care for himself or his own race or any underprivileged persons", "Washington"]
["I can t wait to see the new Barber shop movie", "Washington"]
["Happy birfday famiry ily", "Washington"]
["DRS Associate Auditor Arlington VA Finance Job Jobs Hiring CareerArc", "Washington"]
["amen", "Washington"]
["Aye bro she gone be a killa", "Washington"]
["Shhhh noooo", "Washington"]
["Dobbs used to be where I ran to get away from Greta Now I just put on an old movie", "Washington"]
["Want to work at We re hiring in Arlington VA Click for details Hospitality Job", "Washington"]
["Strong speech by We need more leadership like this", "Washington"]
["Yeah I know", "Washington"]
["Because she competes with no one no one can compete with her", "Washington"]
["", "Washington"]
["", "Washington"]
["Bipartisan spin Dems used same all politics is local Senate race argument that GOP now relying on w Trump", "Washington"]
["Washington DC ProjectMgmt Job Workforce Management SME at CGI Jobs Hiring CareerArc", "Washington"]
["DC s own makes her DC Improv headlining debut TONIGHT Doors at 6 30 show at 7 30", "Washington"]
["life with me so amazing", "Washington"]
["rt", "Washington"]
["amen", "Washington"]
["OromoProtests and its impacts Interesting read from Amharic", "Washington"]
["tf", "Washington"]
["I want MyEggo as the official Eggoji", "Washington"]
["definitely us", "Washington"]
["Happy Birthday", "Washington"]
["Now that s a good looking Orange and Blue shoe", "Washington"]
["Who cares", "Washington"]
["abby road beer and a great person gt", "Washington"]
["Better get your ass over to for some real supplements", "Washington"]
["", "Washington"]
["HinduArtsFest Gr8t way to learn a culture amp FUN dance draw walk in their shoes bcps msm BloomSannaSeeley Rock", "Washington"]
["", "Washington"]
["CSS Gold card is on its way Going to La Source Grenada to celebrate Can I get this room", "Washington"]
["When your gross income is lit but you don t even have dependents so Uncle Sam takes literally a third before you even see it", "Washington"]
["Amen", "Washington"]
["amen", "Washington"]
["", "Washington"]
["she was cool at first then she started acting all brand new like niggas wasn t joanin on her ass", "Washington"]
["Republicans are now all being lumped in with Trump Isn t This Just Swell PissedOffConservative NeverTrump", "Washington"]
["The 2016 MCCCGovConNet procurement conference is almost here Were you one of the 800 attendees last year TBT", "Washington"]
["PARALLELS", "Washington"]
["This is ridiculous The Knicks need to build around Porzingis not go after a bunch of 30 somethings", "Washington"]
["D Cohen I am really confused by a lot of this article Specifically the time hop from 1990s 2015", "Washington"]
["Between the universe and Fran I don t know which one I could ever live without Needed this thanks love Peace", "Washington"]
